Title,Summary,Link,Author,Published Date,Published Time
"Covid-19 positive senior citizen found dead at home, knife wound to throat","SERDANG: A senior citizen who was Covid-19 positive was found dead at his home in Bandar Putra Permai, Seri Kembangan with a slash wound on his throat.",https://www.thestar.com.my/news/nation/2021/01/23/covid-19-positive-senior-citizen-found-dead-at-home-knife-wound-to-throat,Farik Zolkepli,23 Jan 2021,08:47 AM
KL cops bust international drug syndicate,KUALA LUMPUR: Police have uncovered an international drug syndicate using Malaysia as a springboard to smuggle ketamine and heroin across the region.,https://www.thestar.com.my/news/nation/2021/01/21/kl-cops-bust-international-drug-syndicate,N/A,21 Jan 2021,07:00 AM
The way to regain trust,"OVER the years, recurrent reports of abuses, including violence against detainees and deaths in custody, have marred the reputation of our police force. The alleged rape of a 16-year-old girl in a police station lockup recently has the sullied image further.",https://www.thestar.com.my/opinion/columnists/along-the-watchtower/2021/01/20/the-way-to-regain-trust,M. Veera Pandiyan,20 Jan 2021,07:00 AM
Health Ministry urges public to avoid purchasing fake Covid-19 vaccines online,The Ministry said the vaccines that are being touted by sellers on the Internet are most likely fake unregistered items or products with unidentified components.,https://www.thestar.com.my/tech/tech-news/2021/01/18/health-ministry-urges-public-to-avoid-purchasing-fake-covid-19-vaccines-online,Angelin Yeoh,18 Jan 2021,03:00 PM
Man beats up girlfriend following horoscope reading that claimed they’re not compatible,SINGAPORE (ANN): An auxiliary police officer in Singapore beat up his girlfriend after a horoscope reading claimed that they were not compatible to get married.,https://www.thestar.com.my/news/world/2021/01/17/man-beats-up-girlfriend-following-horoscope-reading-that-claimed-theyre-not-compatible,N/A,17 Jan 2021,02:01 PM
Police issue timely SOP reminders via graphics on FB,"KUALA LUMPUR: The police has released a graphic on its official Facebook page to remind people to always wear face masks properly while in public, especially in crowded areas.",https://www.thestar.com.my/news/nation/2021/01/16/police-issue-timely-sop-reminders-via-graphics-on-fb,Farik Zolkepli,16 Jan 2021,11:05 AM
"IGP, three others file to strike out Indira Gandhi's lawsuit",KUALA LUMPUR: The Inspector-General of Police (IGP) and three others have filed to strike out a lawsuit by kindergarten teacher M. Indira Gandhi who sued them over her missing child.,https://www.thestar.com.my/news/nation/2021/01/14/igp-three-others-file-to-strike-out-indira-gandhi039s-lawsuit,"Santhakumar A L, Nurbaiti Hamdan",14 Jan 2021,05:38 PM
"MCO violation: Fine for youth who left girlfriend's body in garage increased to RM1,000","KUANTAN (Bernama): The High Court here increased the fine of RM100 meted out to a youth to RM1,000, for violating the movement control order by leaving his house to carry his girlfriend’s body to a garage near her home after being involved in a road accident last year.",https://www.thestar.com.my/news/nation/2021/01/13/mco-violation-fine-for-youth-who-left-girlfriend039s-body-in-garage-increased-to-rm1000,N/A,13 Jan 2021,09:49 PM
Malaysian author Shamini Flint unmasks stories about the pandemic with anthology,"'Unmasked' collects works by a wide range of people, from Malaysian writers to a renowned Kenyan author.",https://www.thestar.com.my/lifestyle/culture/2021/01/13/malaysian-author-shamini-flint-helms-diverse-anthology-featuring-pandemic-reflections,"Terence, Terence Toh",13 Jan 2021,03:30 PM
Critical approach to MCO 2.0,"A letter from NORDIN ABDULLAH, Founding chairman Malaysia Global Business Forum.",https://www.thestar.com.my/opinion/letters/2021/01/13/critical-approach-to-mco-20,N/A,13 Jan 2021,07:00 AM
"Immigration officer charged with graft involving over RM230,000","KUALA LUMPUR: An Immigration Department officer has been hauled to court to face graft and money laundering charges involving RM230,990, to secure the passage of foreign nationals through Immigration at KLIA2 in Sepang.",https://www.thestar.com.my/news/nation/2021/01/12/immigration-officer-charged-with-graft-involving-over-rm230000,Nurbaiti Hamdan,12 Jan 2021,12:57 PM
"Student loses RM84,600 in digital currency scam","Student in Melaka losses RM84,600 after being deceived by Bitcoin investment scam, says Melaka Commercial Crime Investigation Department warning others.",https://www.thestar.com.my/tech/tech-news/2021/01/12/student-loses-rm84600-in-digital-currency-scam,Qishin Tariq,12 Jan 2021,12:35 PM
Dear Thelma: I'm so lonely... should I go back to my abusive ex-boyfriend?,This reader confides in Thelma about her loneliness and how her ex-boyfriend contacted her after her mum passed away. She asks if she should keep in touch with him for physical needs.,https://www.thestar.com.my/lifestyle/living/2021/01/10/dear-thelma-i039m-so-lonely-that-i039m-thinking-of-my-abusive-ex-boyfriend,"Thelma, Lrm",10 Jan 2021,03:00 PM
Police bust forex scam,KUALA LUMPUR: Police smashed a forex scam syndicate believed to have been led by a bogus Datuk who had conned 629 victims of over RM30mil.,https://www.thestar.com.my/news/nation/2021/01/09/police-bust-forex-scam,N/A,9 Jan 2021,07:00 AM
Vietnamese national cheated of more than RM200k over fake Covid-19 aid scheme on FB,"GEORGE TOWN: A 58-year-old woman has been cheated of more than RM200,000 over a non-existent Covid-19 relief fund last year.",https://www.thestar.com.my/news/nation/2021/01/08/vietnamese-national-cheated-of-more-than-rm200k-over-fake-covid-19-aid-scheme-on-fb,Imran Hilmy,8 Jan 2021,04:03 PM
Foo removes tattoos to land more diverse roles,"ACTOR Keith Foo (pic) has removed more than 10% of the tattoos on his body in order to take on more diverse acting roles, Harian Metro reported.Foo, who often acts as a Muslim, said that the tattoos limited the various characters that he could play.",https://www.thestar.com.my/news/nation/2021/01/08/foo-removes-tattoos-to-land-more-diverse-roles,"Tang, Ashley Michelle",8 Jan 2021,07:00 AM
High Court issues stern warning to Najib over FB post on Zeti,KUALA LUMPUR: The High Court has issued a stern warning to former prime minister Datuk Seri Najib Razak over his Facebook post on former Bank Negara governor Tan Sri Dr Zeti Akhtar Aziz.,https://www.thestar.com.my/news/nation/2021/01/07/high-court-issues-stern-warning-to-najib-over-fb-post-on-zeti,Nurbaiti Hamdan,7 Jan 2021,03:35 PM
Perception of our justice system,"IT may be a cold, wet start to 2021 but the heat is rapidly rising in our ever-sweltering political scene amid the unveiling of a sizzling new scandal involving the smuggling in of questionable quality meat and labelling it as halal.",https://www.thestar.com.my/opinion/columnists/along-the-watchtower/2021/01/06/perception-of-our-justice-system,M. Veera Pandiyan,6 Jan 2021,07:00 AM
Lessons from an imperfect vision 2020,Some of us may be excited about a ‘normal’ 2021 but best to remind ourselves to not squander the sacrifices made and continue to be careful.,https://www.thestar.com.my/opinion/columnists/abidinideas/2021/01/01/lessons-from-an-imperfect-vision-2020,Tunku Zain Al-Abidin,1 Jan 2021,07:00 AM
"Take stern action against teacher who allegedly trivialised rape, Mahdzir tells Education Ministry","PETALING JAYA: The incident where a teacher had allegedly joked and trivialised rape during a lesson in school cannot be considered an isolated case, says former education minister Datuk Seri Mahdzir Khalid.",https://www.thestar.com.my/news/nation/2021/04/26/take-stern-action-against-teacher-who-allegedly-trivialised-rape-mahdzir-tells-education-ministry,N/A,26 Apr 2021,09:36 PM
US 'animosity' towards Russia will draw Moscow and Beijing closer,FROM DR RAIS HUSSIN,https://www.thestar.com.my/opinion/letters/2021/04/26/us-039animosity039-towards-russia-will-draw-moscow-and-beijing-closer,N/A,26 Apr 2021,02:51 PM
From catching bad guys to making roti canai,"JOHOR BARU: State police chief Comm Datuk Ayob Khan Mydin Pitchay, known for his no-nonsense approach to fighting crime, showed his lighter side as he flipped dough to make roti canai.",https://www.thestar.com.my/news/nation/2021/04/26/from-catching-bad-guys-to-making-roti-canai,Mohd Farhaan Shah,26 Apr 2021,07:00 AM
"Communications and Multimedia Ministry to leave Fahmi Reza case to police, says Saifuddin","KUANTAN (Bernama): The Communications and Multimedia Ministry will not interfere in the investigation against activist Fahmi Reza and will leave it to the police, says minister Datuk Saifuddin Abdullah.",https://www.thestar.com.my/news/nation/2021/04/24/communications-and-multimedia-ministry-to-leave-fahmi-reza-case-to-police-says-saifuddin,Santhakumar A L,24 Apr 2021,04:41 PM
"South-East Asian leaders to press Myanmar junta to end violence, allow aid, say sources","South-East Asian leaders will try to persuade Myanmar's junta to end violence and let in aid at a summit on Saturday (April 24), diplomats said, in the first concerted international effort to ease the crisis in the country.",https://www.thestar.com.my/aseanplus/aseanplus-news/2021/04/23/south-east-asian-leaders-to-press-myanmar-junta-to-end-violence-allow-aid-say-sources,N/A,23 Apr 2021,08:02 PM
Asean leadership needed to prevent state failure and human catastrophe in Myanmar and the region,"Letter from Tan Sri Syed Hamid Albar, Chairman, The Malaysian Advisory Group on Myanmar",https://www.thestar.com.my/opinion/letters/2021/04/23/asean-leadership-needed-to-prevent-state-failure-and-human-catastrophe-in-myanmar-and-the-region,N/A,23 Apr 2021,05:43 PM
"Southeast Asian leaders to press Myanmar junta to end violence, allow aid - sources","JAKARTA (Reuters) -Southeast Asian leaders will try to persuade Myanmar's junta to end violence and let in aid at a summit on Saturday, diplomats said, in the first concerted international effort to ease the crisis in the country.",https://www.thestar.com.my/news/world/2021/04/23/regional-ngos-urge-asean-to-include-ousted-myanmar-lawmakers-in-crisis-summit,"Tom Allard, Agustinus Beo Da Costa",23 Apr 2021,02:09 PM
Kuih seller charged with murder of Penang cop,GEORGE TOWN: A 35-year-old kuih seller has been charged with the murder of a police constable who was killed while on duty.,https://www.thestar.com.my/news/nation/2021/04/23/kuih-seller-charged-with-murder-of-penang-cop,N. Trisha,23 Apr 2021,11:06 AM
Two fishy hauls lead to arrests in two states,KOTA KINABALU: The authorities in Sabah and Johor have seized a total of 140kg of sea products in two separate incidents.,https://www.thestar.com.my/news/nation/2021/04/22/two-fishy-hauls-lead-to-arrests-in-two-states,"Stephanie Lee, Remar Nordin Newsdesk Thestar.Com.My",22 Apr 2021,07:00 AM
70kg of slipper lobsters seized by Maqis,"ISKANDAR PUTERI: The Malaysian Quarantine and Inspection Services Department (Maqis) has seized about 70kg of frozen slipper lobsters worth RM8,400 at the Port of Tanjung Pelepas here.",https://www.thestar.com.my/news/nation/2021/04/21/70kg-of-slipper-lobsters-seized-by-maqis,Remar Nordin,21 Apr 2021,10:44 AM
An unforgettable first job,"MY first full-time job, when I was 17, was in The Star. I didn’t join as a journalist; rather, I was one of a crew of about 30 people, mostly women, employed as casual labour to fold the newspaper overnight.",https://www.thestar.com.my/news/nation/2021/04/21/an-unforgettable-first-job,Cheah Cheng Hye,21 Apr 2021,07:00 AM
Court allows Convent Bukit Nanas to challenge govt’s land lease decision,PETALING JAYA: The High Court has granted an application for leave for judicial review by Convent Bukit Nanas to challenge the govern­ment’s decision to not extend the school’s land lease.,https://www.thestar.com.my/news/nation/2021/04/20/school-gets-right-to-apply-for-a-judicial-review,Rebecca Rajaendram Rebeccagr Thestar.Com.My,20 Apr 2021,07:00 AM
Ayob Khan: Raids on Nicky Gang conducted following police SOP,"JOHOR BAHRU: Raids carried out under Ops Pelican 3.0 by police to storm the suspected Puchong hideout of the ""Nicky Gang"" on March 20 and 21 were conducted according to the standard operating procedure (SOP) of the Royal Malaysia Police (PDRM), says Datuk Ayob Khan Mydin Pitchay",https://www.thestar.com.my/news/nation/2021/04/17/ayob-khan-raids-on-nicky-gang-conducted-following-police-sop,N/A,17 Apr 2021,03:18 PM
Win-win solution in transfer controversy,"A letter from SAC1 (R) DATUK WEE BENG GEE, Petaling Jaya.",https://www.thestar.com.my/opinion/letters/2021/04/17/win-win-solution-in-transfer-controversy,N/A,17 Apr 2021,07:00 AM
Woman loses RM2.7mil after five-month ‘love affair’,KUALA LUMPUR: A 44-year-old woman lost about RM2.7mil after a five-month “relationship” with a so-called airline pilot whom she had met on a dating app.,https://www.thestar.com.my/news/nation/2021/04/17/woman-loses-rm27mil-after-five-month-love-affair,N/A,17 Apr 2021,07:00 AM
"Five Vietnamese fishermen and vessel held near Mantanani island, Sabah","KOTA KINABALU: The Malaysian Maritime Enforcement Agency (MMEA) has impounded a foreign vessel carrying five Vietnamese fishermen about 17.1 nautical miles from Mantanani island, off Kota Belud on the north-western coast of the state.",https://www.thestar.com.my/news/nation/2021/04/15/five-vietnamese-fishermen-and-vessel-held-near-mantanani-island-sabah,Kristy Inus,15 Apr 2021,02:30 PM
"Najib put retirees’ savings at risk, Court of Appeal hears","PUTRAJAYA: Datuk Seri Najib Razak had failed to protect pensioners’ savings when a RM4bil loan from the Retirement Fund Inc (KWAP) was given to SRC Interna­tional Sdn Bhd, a company which he was said to have personal interest in, the Court of Appeal heard.",https://www.thestar.com.my/news/nation/2021/04/15/najib-put-retirees-savings-at-risk-court-of-appeal-hears,"Nurbaiti Hamdan, Nurbaiti Thestar.Com.My",15 Apr 2021,07:00 AM
"Najib failed to protect pensioners' savings, court hears","PUTRAJAYA: Datuk Seri Najib Razak had failed to protect pensioners' funds when a RM4bil loan from the Retirement Fund Inc (KWAP) was given to SRC International Sdn Bhd, a company he is said to have a personal interest in, the Court of Appeal heard.",https://www.thestar.com.my/news/nation/2021/04/14/najib-failed-to-protect-pensioners039-savings-court-hears,Nurbaiti Hamdan,14 Apr 2021,06:34 PM
